                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    164,                0.50789,                0.39754,                0.84115,                0.90719,                0.90538,                0.93626,                0.84697,                0.45981,                0.36871,                0.80908,               0.004621,               0.004621,               0.004621
                    165,                0.50173,                0.39218,                0.83776,                0.90823,                 0.9031,                0.93573,                0.84571,                0.46007,                0.37036,                0.80947,               0.004588,               0.004588,               0.004588
                    166,                0.50716,                0.39437,                0.83899,                 0.9037,                0.90694,                0.93466,                0.84431,                0.45986,                0.37072,                0.80997,               0.004555,               0.004555,               0.004555
                    167,                0.50224,                0.39072,                0.83999,                0.89879,                0.90852,                0.93385,                0.84232,                0.46052,                0.37076,                 0.8106,               0.004522,               0.004522,               0.004522
                    168,                0.50251,                0.39164,                0.83842,                 0.9034,                0.90582,                0.93343,                0.84244,                0.45995,                0.37206,                0.81017,               0.004489,               0.004489,               0.004489
                    169,                0.50328,                0.39428,                0.83983,                0.90412,                0.90698,                0.93322,                0.84121,                0.46017,                0.37244,                 0.8088,               0.004456,               0.004456,               0.004456
                    170,                0.50214,                0.38652,                 0.8392,                 0.9131,                0.89927,                 0.9351,                0.84521,                0.45999,                 0.3709,                0.80928,               0.004423,               0.004423,               0.004423
                    171,                0.50015,                0.38989,                0.83867,                0.91661,                0.89838,                0.93362,                0.84158,                0.46152,                0.37377,                0.81113,                0.00439,                0.00439,                0.00439
                    172,                0.50357,                0.38757,                0.83771,                0.91333,                 0.9033,                0.93584,                0.84519,                  0.462,                0.37219,                0.81121,               0.004357,               0.004357,               0.004357
                    173,                0.49928,                 0.3879,                0.83899,                 0.9143,                 0.8991,                0.93484,                0.84476,                0.46184,                0.37077,                0.81088,               0.004324,               0.004324,               0.004324
                    174,                0.49591,                0.38533,                0.83852,                0.90687,                0.90592,                0.93565,                0.84559,                0.46137,                 0.3697,                0.81044,               0.004291,               0.004291,               0.004291
                    175,                0.49369,                0.38557,                0.83686,                 0.9063,                0.90913,                0.93568,                0.84646,                0.46061,                0.37031,                0.81024,               0.004258,               0.004258,               0.004258
                    176,                0.49625,                0.38596,                0.83846,                0.90782,                0.90233,                0.93525,                0.84646,                0.46134,                0.36984,                0.81071,               0.004225,               0.004225,               0.004225
                    177,                0.49557,                0.38284,                0.83841,                0.90657,                 0.9058,                0.93742,                0.84774,                0.46048,                0.36769,                0.80951,               0.004192,               0.004192,               0.004192
                    178,                0.49512,                0.38525,                0.83836,                0.91718,                0.89324,                0.93638,                0.84684,                0.45972,                0.36767,                0.80968,               0.004159,               0.004159,               0.004159
                    179,                0.49519,                0.38363,                0.83973,                0.90249,                0.90331,                0.93686,                0.84825,                0.45936,                0.36737,                0.80936,               0.004126,               0.004126,               0.004126
                    180,                0.49783,                0.38102,                0.83566,                0.89992,                 0.9057,                0.93657,                0.84862,                0.45983,                0.36715,                0.80897,               0.004093,               0.004093,               0.004093
                    181,                0.49107,                 0.3794,                0.83612,                0.89716,                0.90918,                0.93529,                0.84704,                0.45937,                0.36786,                0.80856,                0.00406,                0.00406,                0.00406
                    182,                0.49152,                0.37984,                0.83573,                0.90175,                0.90798,                0.93529,                0.84707,                0.45774,                0.36767,                 0.8085,               0.004027,               0.004027,               0.004027
                    183,                0.49587,                0.38392,                  0.839,                0.90083,                0.90509,                0.93607,                0.84933,                0.45653,                0.36783,                0.80804,               0.003994,               0.003994,               0.003994
                    184,                0.49319,                 0.3823,                 0.8372,                 0.8998,                0.90641,                0.93587,                0.84762,                 0.4582,                 0.3681,                0.80861,               0.003961,               0.003961,               0.003961
                    185,                0.49485,                0.38296,                0.83769,                0.90213,                0.90374,                0.93659,                0.84872,                 0.4571,                 0.3672,                0.80849,               0.003928,               0.003928,               0.003928
                    186,                0.49367,                0.37878,                0.83783,                0.90997,                0.89545,                 0.9371,                0.84883,                0.45722,                0.36789,                0.80859,               0.003895,               0.003895,               0.003895
                    187,                0.48901,                0.37899,                0.83574,                0.90697,                0.89931,                0.93737,                0.84898,                0.45682,                0.36716,                0.80904,               0.003862,               0.003862,               0.003862
                    188,                0.48908,                0.38117,                0.83524,                0.91714,                0.88896,                0.93682,                0.84966,                0.45695,                0.36642,                0.80904,               0.003829,               0.003829,               0.003829
                    189,                 0.4866,                0.37727,                0.83635,                0.92044,                0.88355,                0.93565,                0.84875,                 0.4567,                0.36623,                 0.8089,               0.003796,               0.003796,               0.003796
                    190,                0.48707,                0.37744,                0.83409,                0.91329,                0.89214,                0.93524,                0.84843,                0.45512,                0.36567,                0.80883,               0.003763,               0.003763,               0.003763
                    191,                0.48901,                0.37523,                0.83627,                0.91557,                0.88897,                 0.9347,                0.84797,                 0.4548,                0.36476,                0.80777,                0.00373,                0.00373,                0.00373
                    192,                0.48659,                0.37156,                0.83621,                0.91443,                0.89032,                0.93349,                0.84762,                0.45357,                0.36566,                0.80671,               0.003697,               0.003697,               0.003697
                    193,                0.48619,                0.37564,                0.83514,                0.91288,                0.89006,                0.93353,                0.84796,                0.45417,                0.36676,                0.80638,               0.003664,               0.003664,               0.003664
                    194,                0.48406,                0.37249,                0.83458,                0.91585,                0.88772,                0.93351,                0.84852,                 0.4542,                0.36706,                0.80642,               0.003631,               0.003631,               0.003631
                    195,                0.48773,                0.37281,                0.83573,                0.91756,                0.88906,                 0.9341,                0.84908,                0.45401,                0.36723,                0.80633,               0.003598,               0.003598,               0.003598
                    196,                0.48569,                0.37246,                0.83348,                0.90496,                0.89896,                0.93508,                0.85097,                 0.4525,                0.36639,                0.80678,               0.003565,               0.003565,               0.003565
                    197,                0.48759,                0.37214,                0.83654,                0.90735,                0.89902,                0.93669,                0.85221,                0.45288,                0.36661,                0.80646,               0.003532,               0.003532,               0.003532
                    198,                0.48331,                   0.37,                0.83293,                0.90723,                0.90456,                0.93763,                0.85308,                0.45292,                0.36606,                 0.8058,               0.003499,               0.003499,               0.003499
                    199,                0.48032,                0.36587,                0.83402,                0.91095,                0.90007,                0.93724,                 0.8531,                0.45277,                0.36698,                0.80616,               0.003466,               0.003466,               0.003466
                    200,                0.47898,                 0.3682,                0.83469,                0.91336,                0.89889,                0.93705,                0.85277,                0.45275,                0.36697,                0.80593,               0.003433,               0.003433,               0.003433
                    201,                0.48151,                0.36891,                0.83263,                0.91662,                0.89827,                0.93761,                0.85315,                0.45237,                0.36611,                0.80585,                 0.0034,                 0.0034,                 0.0034
                    202,                0.48385,                0.36935,                 0.8335,                0.91217,                0.90185,                0.93645,                0.85193,                0.45271,                0.36527,                0.80656,               0.003367,               0.003367,               0.003367
                    203,                 0.4815,                0.37014,                0.83562,                0.91215,                0.89816,                0.93692,                0.85226,                0.45199,                0.36501,                0.80634,               0.003334,               0.003334,               0.003334
                    204,                0.48149,                0.36702,                0.83302,                0.90908,                0.90065,                0.93596,                0.85076,                0.45229,                0.36548,                0.80692,               0.003301,               0.003301,               0.003301
                    205,                 0.4788,                0.36568,                0.83385,                0.90706,                0.90354,                0.93671,                0.85212,                0.45265,                0.36614,                 0.8071,               0.003268,               0.003268,               0.003268
                    206,                0.47626,                0.36433,                0.83125,                0.90501,                0.90436,                 0.9374,                0.85204,                0.45283,                0.36647,                0.80719,               0.003235,               0.003235,               0.003235
                    207,                0.47504,                0.36231,                0.83371,                0.90434,                0.90658,                0.93759,                0.85228,                0.45213,                0.36628,                0.80722,               0.003202,               0.003202,               0.003202
                    208,                0.47707,                0.36192,                0.83327,                0.90556,                0.90554,                 0.9385,                0.85369,                0.45126,                0.36509,                0.80675,               0.003169,               0.003169,               0.003169
                    209,                0.47889,                0.36583,                0.83093,                0.90909,                 0.9045,                0.93709,                0.85267,                0.45124,                 0.3657,                0.80685,               0.003136,               0.003136,               0.003136
                    210,                0.47824,                0.36312,                0.83251,                0.90902,                0.90443,                 0.9358,                0.85087,                0.45145,                0.36726,                0.80721,               0.003103,               0.003103,               0.003103
                    211,                0.47541,                0.36221,                0.83198,                0.90771,                0.90476,                0.93583,                 0.8504,                0.45147,                0.36688,                0.80718,                0.00307,                0.00307,                0.00307
                    212,                0.47494,                0.36393,                0.83148,                0.90871,                0.90242,                0.93576,                0.85018,                0.45136,                0.36712,                0.80731,               0.003037,               0.003037,               0.003037
                    213,                0.47458,                0.36194,                0.83309,                0.90884,                0.90352,                0.93587,                0.84987,                0.45089,                0.36777,                0.80694,               0.003004,               0.003004,               0.003004
                    214,                0.47328,                0.35994,                0.83253,                0.90472,                0.90255,                0.93611,                0.84997,                0.45067,                0.36742,                0.80696,               0.002971,               0.002971,               0.002971
                    215,                0.46989,                0.35837,                0.83026,                0.89783,                0.90974,                0.93552,                0.85038,                0.45091,                0.36658,                0.80723,               0.002938,               0.002938,               0.002938
                    216,                0.47018,                0.35679,                0.83203,                 0.9124,                0.89519,                0.93491,                0.84997,                0.45086,                0.36649,                0.80734,               0.002905,               0.002905,               0.002905
                    217,                0.47135,                 0.3531,                0.82857,                 0.8946,                0.91086,                0.93479,                 0.8497,                0.45077,                0.36699,                0.80746,               0.002872,               0.002872,               0.002872
                    218,                0.47267,                0.35801,                0.82862,                0.90972,                0.89784,                0.93469,                0.84998,                0.45127,                0.36739,                0.80784,               0.002839,               0.002839,               0.002839
                    219,                 0.4708,                0.35685,                0.83153,                 0.9141,                 0.8927,                0.93482,                0.85136,                0.45074,                0.36726,                0.80749,               0.002806,               0.002806,               0.002806
                    220,                 0.4702,                0.35332,                0.83082,                 0.9137,                0.89404,                0.93456,                0.84984,                0.45066,                0.36658,                0.80731,               0.002773,               0.002773,               0.002773
                    221,                0.46577,                0.35257,                0.82917,                0.89649,                0.91086,                0.93512,                0.85029,                0.45029,                0.36692,                0.80722,                0.00274,                0.00274,                0.00274
                    222,                0.47017,                0.35463,                0.82882,                0.89768,                0.90907,                0.93457,                0.85006,                0.45027,                0.36681,                0.80743,               0.002707,               0.002707,               0.002707
                    223,                0.47152,                0.35408,                0.82894,                0.90079,                0.90918,                0.93451,                0.85032,                0.45015,                0.36563,                0.80765,               0.002674,               0.002674,               0.002674
                    224,                0.47058,                0.35365,                0.82881,                0.89975,                0.91006,                0.93502,                0.85014,                0.45087,                0.36581,                0.80823,               0.002641,               0.002641,               0.002641
                    225,                0.47133,                0.35406,                 0.8326,                0.90661,                0.90327,                0.93553,                0.85099,                0.45081,                0.36611,                0.80861,               0.002608,               0.002608,               0.002608
                    226,                0.46902,                0.35211,                0.82864,                0.90801,                0.90177,                 0.9356,                0.85097,                0.45065,                 0.3664,                0.80837,               0.002575,               0.002575,               0.002575
                    227,                0.46677,                0.35264,                 0.8315,                0.90784,                0.90044,                0.93469,                0.84931,                0.45024,                0.36615,                0.80787,               0.002542,               0.002542,               0.002542
                    228,                0.47022,                0.35136,                0.83152,                0.90845,                0.89887,                0.93459,                0.84968,                0.44912,                0.36647,                0.80736,               0.002509,               0.002509,               0.002509
                    229,                0.46615,                0.34876,                0.83045,                0.90836,                0.89927,                0.93434,                0.84942,                0.44947,                0.36648,                0.80734,               0.002476,               0.002476,               0.002476
                    230,                0.46403,                 0.3481,                0.82814,                0.91486,                0.89349,                0.93521,                0.85043,                0.44947,                0.36609,                0.80744,               0.002443,               0.002443,               0.002443
                    231,                 0.4676,                0.34967,                0.82925,                  0.916,                0.89324,                0.93551,                0.85073,                0.44914,                0.36586,                0.80718,                0.00241,                0.00241,                0.00241
                    232,                0.46167,                0.34491,                0.82717,                0.91612,                0.89433,                0.93561,                0.85081,                0.44862,                0.36572,                0.80677,               0.002377,               0.002377,               0.002377
                    233,                0.46513,                0.34812,                0.82982,                0.91601,                0.89474,                0.93557,                0.85129,                0.44822,                0.36527,                 0.8065,               0.002344,               0.002344,               0.002344
                    234,                0.46605,                0.34652,                0.82894,                0.89949,                0.91031,                0.93546,                0.85181,                0.44844,                0.36519,                 0.8063,               0.002311,               0.002311,               0.002311
                    235,                0.46387,                0.34793,                0.82812,                0.90206,                 0.9085,                0.93585,                0.85258,                0.44858,                0.36524,                0.80634,               0.002278,               0.002278,               0.002278
                    236,                0.46217,                0.34517,                0.82825,                0.89965,                0.90932,                0.93635,                0.85272,                0.44856,                0.36496,                0.80624,               0.002245,               0.002245,               0.002245
                    237,                0.46399,                0.34512,                 0.8278,                0.89852,                0.91098,                 0.9362,                0.85281,                0.44793,                 0.3647,                 0.8061,               0.002212,               0.002212,               0.002212
                    238,                0.45955,                0.34358,                0.82897,                0.91107,                0.89971,                0.93615,                0.85239,                 0.4482,                0.36424,                0.80612,               0.002179,               0.002179,               0.002179
                    239,                0.46182,                0.34233,                0.82871,                0.90782,                0.90268,                0.93616,                 0.8528,                0.44797,                0.36426,                0.80608,               0.002146,               0.002146,               0.002146
                    240,                0.46077,                0.34237,                0.82798,                0.90036,                0.91138,                0.93606,                 0.8529,                0.44787,                0.36409,                0.80614,               0.002113,               0.002113,               0.002113
                    241,                0.46145,                 0.3443,                0.82727,                0.89759,                0.91445,                0.93697,                0.85399,                 0.4481,                0.36367,                0.80609,                0.00208,                0.00208,                0.00208
                    242,                0.45825,                0.34135,                0.82826,                0.89979,                0.91272,                0.93699,                0.85398,                0.44821,                0.36374,                0.80609,               0.002047,               0.002047,               0.002047
                    243,                0.46052,                0.34251,                0.82589,                0.89847,                0.91551,                 0.9369,                0.85326,                0.44776,                0.36382,                0.80605,               0.002014,               0.002014,               0.002014
                    244,                0.46205,                0.34153,                0.82589,                0.90017,                0.91446,                0.93706,                0.85498,                0.44729,                0.36402,                0.80587,               0.001981,               0.001981,               0.001981
                    245,                0.45807,                0.33889,                0.82694,                0.90044,                0.91575,                0.93682,                0.85474,                0.44753,                0.36429,                0.80595,               0.001948,               0.001948,               0.001948
                    246,                0.45772,                0.34105,                0.82673,                0.90051,                0.91528,                0.93694,                0.85446,                0.44761,                0.36417,                 0.8059,               0.001915,               0.001915,               0.001915
                    247,                0.45627,                0.33914,                0.82616,                0.90149,                0.91435,                0.93716,                0.85383,                0.44711,                0.36376,                0.80595,               0.001882,               0.001882,               0.001882
                    248,                0.45231,                0.33574,                0.82592,                0.90157,                0.91451,                0.93716,                0.85363,                 0.4467,                0.36348,                  0.806,               0.001849,               0.001849,               0.001849
                    249,                0.45411,                0.33885,                 0.8266,                 0.9013,                0.91414,                0.93725,                0.85393,                0.44678,                0.36336,                0.80634,               0.001816,               0.001816,               0.001816
                    250,                0.45357,                0.33261,                0.82725,                0.90075,                0.91498,                0.93697,                0.85379,                 0.4467,                0.36311,                0.80656,               0.001783,               0.001783,               0.001783
                    251,                0.45493,                0.33637,                0.82729,                 0.9014,                0.91454,                0.93679,                0.85448,                0.44667,                0.36276,                0.80674,                0.00175,                0.00175,                0.00175
                    252,                0.45094,                0.33423,                0.82589,                0.90292,                0.91387,                0.93667,                0.85356,                0.44669,                0.36296,                0.80658,               0.001717,               0.001717,               0.001717
                    253,                0.45542,                0.33491,                0.82507,                0.90304,                0.91366,                0.93657,                0.85303,                0.44647,                0.36266,                0.80635,               0.001684,               0.001684,               0.001684
                    254,                0.44833,                0.33273,                0.82567,                0.90292,                0.91337,                0.93661,                0.85361,                0.44653,                0.36288,                0.80636,               0.001651,               0.001651,               0.001651
                    255,                 0.4515,                0.33309,                0.82399,                0.90279,                0.91371,                0.93661,                  0.853,                 0.4467,                0.36259,                0.80622,               0.001618,               0.001618,               0.001618
                    256,                0.45251,                 0.3343,                0.82565,                0.90302,                0.91378,                0.93655,                0.85364,                0.44646,                0.36221,                0.80609,               0.001585,               0.001585,               0.001585
                    257,                 0.4505,                0.33341,                0.82437,                0.90371,                 0.9137,                0.93662,                0.85365,                0.44644,                 0.3622,                 0.8061,               0.001552,               0.001552,               0.001552
                    258,                0.44785,                0.33131,                0.82511,                0.90429,                0.91322,                0.93688,                0.85393,                0.44616,                0.36198,                0.80597,               0.001519,               0.001519,               0.001519
                    259,                0.45062,                0.33083,                0.82355,                0.90486,                0.91332,                0.93693,                0.85431,                0.44648,                  0.362,                0.80599,               0.001486,               0.001486,               0.001486
                    260,                0.45172,                0.33267,                0.82579,                0.90481,                0.91338,                  0.937,                0.85433,                0.44603,                0.36208,                0.80609,               0.001453,               0.001453,               0.001453
                    261,                 0.4509,                0.33097,                0.82484,                0.90656,                0.91221,                0.93698,                0.85422,                0.44632,                0.36195,                0.80621,                0.00142,                0.00142,                0.00142
                    262,                0.44702,                  0.329,                 0.8235,                0.90644,                0.91237,                0.93703,                0.85439,                0.44585,                0.36194,                0.80627,               0.001387,               0.001387,               0.001387
                    263,                0.45183,                0.33147,                0.82582,                0.90515,                0.91338,                0.93709,                0.85435,                0.44539,                0.36183,                0.80616,               0.001354,               0.001354,               0.001354
                    264,                0.44393,                0.32614,                0.82132,                0.90595,                  0.913,                0.93708,                 0.8544,                0.44535,                0.36199,                0.80611,               0.001321,               0.001321,               0.001321
                    265,                0.44688,                0.32644,                0.82143,                0.90624,                0.91257,                0.93704,                0.85449,                0.44515,                0.36185,                0.80604,               0.001288,               0.001288,               0.001288
                    266,                0.44888,                0.32684,                0.82517,                0.90523,                0.91233,                0.93714,                0.85478,                0.44532,                 0.3617,                0.80604,               0.001255,               0.001255,               0.001255
                    267,                0.44326,                0.32511,                0.82282,                0.90473,                0.91326,                0.93678,                0.85502,                0.44503,                0.36183,                0.80578,               0.001222,               0.001222,               0.001222
                    268,                0.44739,                0.32727,                 0.8231,                0.90488,                0.91322,                0.93682,                0.85481,                0.44523,                0.36166,                0.80574,               0.001189,               0.001189,               0.001189
                    269,                0.44438,                0.32354,                0.82411,                0.90459,                0.91341,                0.93686,                0.85497,                0.44513,                0.36217,                0.80572,               0.001156,               0.001156,               0.001156
                    270,                0.44346,                0.32478,                  0.823,                0.90465,                0.91337,                0.93691,                0.85478,                0.44516,                0.36186,                0.80566,               0.001123,               0.001123,               0.001123
                    271,                0.44509,                 0.3253,                0.82295,                 0.9045,                 0.9139,                0.93679,                0.85468,                0.44514,                0.36206,                0.80572,                0.00109,                0.00109,                0.00109
                    272,                0.44473,                0.32315,                0.82341,                0.90465,                0.91377,                0.93657,                0.85415,                0.44541,                0.36189,                0.80575,               0.001057,               0.001057,               0.001057
                    273,                0.44362,                 0.3239,                0.82376,                0.90548,                0.91193,                0.93636,                0.85374,                0.44527,                0.36187,                0.80579,               0.001024,               0.001024,               0.001024
                    274,                   0.44,                0.31873,                0.82161,                0.90565,                0.91241,                0.93633,                0.85391,                0.44477,                0.36239,                0.80568,               0.000991,               0.000991,               0.000991
                    275,                0.44159,                 0.3212,                0.82316,                0.90553,                0.91216,                0.93632,                  0.854,                0.44448,                0.36188,                0.80571,               0.000958,               0.000958,               0.000958
                    276,                0.43853,                0.32108,                0.82432,                0.90555,                0.91254,                0.93601,                0.85402,                0.44484,                0.36193,                0.80576,               0.000925,               0.000925,               0.000925
                    277,                0.44052,                0.31895,                0.82405,                0.90542,                0.91264,                 0.9358,                 0.8537,                 0.4445,                0.36225,                0.80573,               0.000892,               0.000892,               0.000892
                    278,                0.43998,                0.32107,                 0.8225,                 0.9051,                0.91316,                 0.9356,                0.85329,                0.44451,                 0.3618,                0.80566,               0.000859,               0.000859,               0.000859
                    279,                0.44089,                0.31955,                0.82194,                0.90503,                0.91311,                0.93563,                0.85373,                0.44461,                0.36178,                0.80565,               0.000826,               0.000826,               0.000826
                    280,                0.43873,                0.31932,                0.82335,                0.90485,                 0.9135,                0.93529,                0.85321,                0.44435,                0.36173,                0.80567,               0.000793,               0.000793,               0.000793
                    281,                0.43633,                0.31757,                 0.8214,                0.90526,                0.91326,                0.93525,                0.85284,                0.44455,                0.36146,                 0.8056,                0.00076,                0.00076,                0.00076
                    282,                0.44272,                0.32177,                0.82343,                0.90537,                0.91291,                0.93519,                0.85329,                0.44406,                0.36192,                0.80551,               0.000727,               0.000727,               0.000727
                    283,                0.43678,                0.31769,                0.82131,                0.90563,                0.91264,                0.93524,                0.85405,                0.44411,                0.36158,                0.80548,               0.000694,               0.000694,               0.000694
                    284,                0.43424,                0.31632,                0.82104,                0.90583,                0.91253,                0.93521,                0.85363,                0.44413,                0.36162,                0.80539,               0.000661,               0.000661,               0.000661
                    285,                 0.4342,                0.31443,                0.82159,                0.90617,                0.91235,                0.93512,                0.85381,                0.44418,                0.36181,                0.80543,               0.000628,               0.000628,               0.000628
                    286,                0.43723,                0.31514,                0.82052,                0.90619,                0.91241,                0.93487,                0.85372,                0.44421,                0.36166,                0.80548,               0.000595,               0.000595,               0.000595
                    287,                0.43734,                0.31645,                0.82106,                0.90575,                0.91247,                0.93485,                0.85363,                0.44397,                0.36188,                 0.8055,               0.000562,               0.000562,               0.000562
                    288,                0.43556,                 0.3155,                0.82149,                0.90575,                0.91207,                0.93448,                0.85263,                0.44407,                0.36187,                0.80554,               0.000529,               0.000529,               0.000529
                    289,                0.43527,                0.31384,                0.82184,                0.90585,                0.91203,                0.93426,                0.85191,                0.44418,                0.36183,                0.80553,               0.000496,               0.000496,               0.000496
                    290,                0.46275,                0.30234,                0.79322,                0.90582,                0.91177,                0.93397,                0.85194,                0.44419,                 0.3617,                0.80555,               0.000463,               0.000463,               0.000463
                    291,                 0.4526,                0.29207,                0.79151,                0.90544,                0.91143,                0.93369,                0.85197,                0.44397,                0.36187,                0.80573,                0.00043,                0.00043,                0.00043
                    292,                0.44565,                0.29069,                0.79127,                 0.9048,                0.91163,                 0.9338,                0.85164,                0.44411,                0.36177,                 0.8058,               0.000397,               0.000397,               0.000397
                    293,                0.44516,                0.28841,                0.78925,                0.90472,                0.91153,                0.93376,                0.85191,                0.44399,                0.36198,                0.80588,               0.000364,               0.000364,               0.000364
                    294,                0.44369,                0.28659,                0.78844,                0.90466,                0.91134,                0.93373,                0.85184,                 0.4438,                0.36168,                0.80585,               0.000331,               0.000331,               0.000331
                    295,                0.44402,                0.28645,                 0.7905,                0.90437,                0.91117,                0.93361,                0.85163,                0.44346,                0.36197,                0.80585,               0.000298,               0.000298,               0.000298
                    296,                0.44226,                0.28625,                0.78728,                0.90395,                0.91079,                0.93357,                0.85159,                0.44314,                0.36217,                0.80592,               0.000265,               0.000265,               0.000265
                    297,                0.43986,                0.28163,                0.78924,                0.90354,                0.91122,                 0.9335,                 0.8516,                 0.4432,                0.36192,                0.80599,               0.000232,               0.000232,               0.000232
                    298,                0.43729,                 0.2821,                0.79001,                0.90408,                0.91079,                0.93344,                0.85221,                0.44292,                0.36255,                0.80625,               0.000199,               0.000199,               0.000199
                    299,                0.43773,                0.28051,                0.78628,                0.90325,                0.91136,                0.93346,                0.85164,                0.44325,                0.36214,                0.80626,               0.000166,               0.000166,               0.000166
