                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                0.71949,                0.62028,                0.90525,                0.87007,                0.84242,                 0.9049,                0.77087,                0.60978,                0.52975,                0.86224,               0.008911,               0.008911,               0.008911
                     35,                0.71148,                0.60739,                0.90654,                0.87448,                0.83287,                0.90908,                0.77944,                0.61511,                 0.5198,                 0.8622,               0.008878,               0.008878,               0.008878
                     36,                 0.7067,                  0.607,                0.90202,                0.87995,                0.84575,                0.90952,                 0.7801,                0.60955,                0.51822,                0.86124,               0.008845,               0.008845,               0.008845
                     37,                0.70818,                0.60512,                0.90365,                0.86361,                0.84352,                0.91007,                0.78041,                0.62386,                0.52615,                0.85373,               0.008812,               0.008812,               0.008812
                     38,                0.69804,                0.59023,                0.89742,                0.87528,                0.83244,                0.90903,                0.78999,                0.59471,                0.50337,                0.85577,               0.008779,               0.008779,               0.008779
                     39,                0.69446,                0.59299,                0.89597,                0.86984,                0.85244,                0.91383,                0.78069,                0.60072,                0.52168,                0.85187,               0.008746,               0.008746,               0.008746
                     40,                0.68885,                0.58662,                0.89785,                0.85797,                0.85674,                0.91371,                0.79406,                0.59431,                0.50539,                0.85026,               0.008713,               0.008713,               0.008713
                     41,                0.68522,                0.58226,                0.89388,                0.86025,                0.86105,                 0.9142,                0.78906,                0.59211,                0.50241,                0.85225,                0.00868,                0.00868,                0.00868
                     42,                0.68212,                 0.5795,                0.89527,                0.85107,                0.87147,                0.91394,                0.79176,                0.59121,                0.50257,                0.85177,               0.008647,               0.008647,               0.008647
                     43,                0.67648,                0.57725,                0.89371,                 0.8877,                0.85126,                0.91135,                0.78737,                0.57963,                0.49396,                0.85169,               0.008614,               0.008614,               0.008614
                     44,                0.67023,                0.56816,                0.89223,                0.88452,                0.85191,                0.91209,                0.78636,                0.57588,                0.48899,                0.85087,               0.008581,               0.008581,               0.008581
                     45,                0.67046,                0.56955,                0.88747,                0.86547,                0.85989,                 0.9221,                0.79703,                0.56815,                0.48504,                0.84535,               0.008548,               0.008548,               0.008548
                     46,                0.66769,                0.56583,                0.89024,                0.88496,                0.84853,                0.92387,                0.79929,                0.59226,                0.48924,                0.85111,               0.008515,               0.008515,               0.008515
                     47,                0.66094,                0.56319,                0.88552,                0.86237,                0.86581,                0.92233,                0.80466,                0.56029,                 0.4736,                0.83966,               0.008482,               0.008482,               0.008482
                     48,                0.65973,                0.55629,                0.88501,                0.86113,                0.88241,                0.91951,                0.80312,                0.56048,                 0.4768,                 0.8441,               0.008449,               0.008449,               0.008449
                     49,                 0.6574,                0.55611,                0.88392,                0.86315,                0.88279,                 0.9228,                 0.8067,                0.56137,                0.47437,                0.84094,               0.008416,               0.008416,               0.008416
                     50,                0.65374,                0.55316,                0.88431,                0.89294,                0.86818,                0.92822,                0.81195,                0.55933,                0.47349,                0.84157,               0.008383,               0.008383,               0.008383
                     51,                0.64988,                0.54439,                0.88232,                0.89081,                0.87469,                 0.9288,                0.80819,                0.56455,                0.46444,                0.84714,                0.00835,                0.00835,                0.00835
                     52,                0.64669,                0.54892,                 0.8801,                0.87262,                0.87703,                0.92568,                0.80711,                0.56017,                0.47444,                0.83994,               0.008317,               0.008317,               0.008317
                     53,                0.64337,                0.54293,                0.87937,                0.88658,                0.86808,                0.92135,                0.80815,                0.55358,                0.46554,                0.83927,               0.008284,               0.008284,               0.008284
                     54,                 0.6439,                0.54303,                0.88194,                0.87984,                0.87026,                0.92256,                0.80291,                0.55711,                0.47325,                0.83678,               0.008251,               0.008251,               0.008251
                     55,                0.63793,                0.53754,                0.88135,                 0.8694,                0.87884,                0.92557,                0.81043,                0.54727,                0.47402,                0.83652,               0.008218,               0.008218,               0.008218
                     56,                0.63908,                0.53761,                0.87818,                0.82902,                 0.9025,                 0.9234,                0.80843,                0.55106,                 0.4572,                0.83657,               0.008185,               0.008185,               0.008185
                     57,                0.63343,                0.53013,                0.87823,                0.86976,                0.88246,                 0.9293,                0.81659,                0.54717,                0.45275,                0.83695,               0.008152,               0.008152,               0.008152
                     58,                0.63131,                0.52858,                0.87796,                0.86285,                0.88542,                0.92689,                0.81378,                0.54529,                0.45803,                0.83661,               0.008119,               0.008119,               0.008119
                     59,                0.63034,                0.52787,                0.87961,                0.89573,                0.88376,                0.93059,                0.81986,                0.53773,                0.45464,                 0.8347,               0.008086,               0.008086,               0.008086
                     60,                0.62428,                0.52845,                0.87823,                0.88438,                0.89482,                0.93161,                0.81832,                0.53795,                0.45182,                0.83277,               0.008053,               0.008053,               0.008053
                     61,                0.62293,                0.52074,                0.87893,                0.88652,                 0.8666,                0.92656,                0.81806,                0.54587,                0.45775,                 0.8336,                0.00802,                0.00802,                0.00802
                     62,                0.62832,                0.52441,                0.87745,                0.88256,                0.87466,                0.92827,                0.81563,                0.55216,                0.45943,                0.83586,               0.007987,               0.007987,               0.007987
                     63,                0.61578,                0.51781,                 0.8731,                0.88556,                0.86871,                0.92877,                0.81331,                0.55292,                0.45917,                 0.8383,               0.007954,               0.007954,               0.007954
                     64,                0.61752,                0.51559,                0.87382,                 0.8967,                0.86614,                0.92735,                0.81809,                0.53504,                0.44175,                0.83353,               0.007921,               0.007921,               0.007921
                     65,                0.61548,                0.51464,                0.87229,                0.89582,                0.85906,                0.92834,                0.81725,                0.54334,                 0.4455,                 0.8332,               0.007888,               0.007888,               0.007888
                     66,                0.61393,                0.51065,                0.87395,                 0.8792,                0.86391,                0.92166,                0.81356,                0.53745,                0.45367,                0.83521,               0.007855,               0.007855,               0.007855
                     67,                0.61134,                0.50762,                0.87004,                0.90297,                0.87522,                0.93134,                0.82682,                0.53421,                0.43857,                0.83374,               0.007822,               0.007822,               0.007822
                     68,                0.61358,                0.51141,                0.87102,                0.89232,                0.87293,                0.93398,                0.82682,                0.53313,                0.43774,                0.83005,               0.007789,               0.007789,               0.007789
                     69,                0.60704,                0.50904,                0.87086,                0.88568,                0.89598,                 0.9338,                0.82865,                0.52519,                0.43749,                0.82621,               0.007756,               0.007756,               0.007756
                     70,                0.60978,                 0.5097,                0.87109,                0.89792,                0.88785,                0.93587,                0.82665,                0.52422,                0.43346,                0.82848,               0.007723,               0.007723,               0.007723
                     71,                0.60194,                0.50359,                 0.8697,                0.88263,                0.88707,                0.93513,                  0.828,                0.52241,                0.43243,                0.82988,                0.00769,                0.00769,                0.00769
                     72,                0.60231,                0.50261,                0.87186,                0.89618,                0.87805,                0.93282,                0.82423,                0.51997,                0.43647,                0.82593,               0.007657,               0.007657,               0.007657
                     73,                0.60367,                  0.507,                0.86897,                 0.8955,                0.88571,                0.93634,                0.82826,                0.52842,                0.43327,                0.83198,               0.007624,               0.007624,               0.007624
                     74,                0.59669,                0.49681,                0.86744,                0.85679,                 0.8923,                0.92327,                0.81636,                0.53731,                0.43787,                0.83308,               0.007591,               0.007591,               0.007591
                     75,                0.59412,                0.49375,                0.86679,                0.88833,                0.89266,                0.93247,                0.82476,                0.52347,                0.42655,                0.82427,               0.007558,               0.007558,               0.007558
                     76,                0.59381,                0.49709,                0.86601,                0.87369,                 0.8969,                0.93304,                0.83035,                0.52669,                0.42877,                0.83713,               0.007525,               0.007525,               0.007525
                     77,                0.59737,                0.49441,                0.86832,                0.90847,                0.88944,                0.93608,                0.83104,                0.52068,                0.42392,                 0.8244,               0.007492,               0.007492,               0.007492
                     78,                0.59512,                0.49008,                0.86744,                0.90986,                0.87569,                0.93549,                0.82747,                0.52433,                0.42536,                0.82626,               0.007459,               0.007459,               0.007459
                     79,                0.58878,                0.48824,                0.86464,                0.91006,                0.87072,                 0.9352,                 0.8273,                0.51974,                0.42513,                0.83015,               0.007426,               0.007426,               0.007426
                     80,                0.58271,                 0.4892,                0.86476,                0.90306,                0.88862,                0.93955,                0.83227,                0.51323,                0.41612,                0.82706,               0.007393,               0.007393,               0.007393
                     81,                 0.5919,                0.48981,                0.86496,                0.87896,                0.89339,                0.92889,                0.82508,                0.51773,                0.42883,                0.82476,                0.00736,                0.00736,                0.00736
                     82,                 0.5901,                0.48642,                0.86411,                0.87471,                 0.8963,                0.92968,                0.82275,                0.51886,                0.41842,                0.82641,               0.007327,               0.007327,               0.007327
                     83,                0.58138,                0.48167,                0.86465,                0.90615,                 0.8903,                0.93914,                0.83309,                0.51499,                0.41592,                 0.8234,               0.007294,               0.007294,               0.007294
                     84,                0.58064,                0.48025,                0.86103,                0.89695,                0.88793,                0.93724,                0.82797,                0.51552,                0.41839,                 0.8305,               0.007261,               0.007261,               0.007261
                     85,                0.58051,                0.47868,                0.86045,                0.89797,                0.88902,                 0.9341,                0.82433,                0.51878,                0.42131,                 0.8333,               0.007228,               0.007228,               0.007228
                     86,                0.58001,                0.47624,                0.85917,                0.89119,                0.88318,                0.92696,                0.82231,                0.51522,                 0.4199,                 0.8299,               0.007195,               0.007195,               0.007195
                     87,                0.57796,                0.47328,                0.86314,                0.91334,                0.87656,                0.93943,                0.83463,                0.50784,                0.41142,                 0.8236,               0.007162,               0.007162,               0.007162
                     88,                0.57575,                0.47189,                 0.8612,                 0.8996,                0.89915,                0.93943,                0.83596,                0.50869,                0.41046,                0.82495,               0.007129,               0.007129,               0.007129
                     89,                   0.58,                 0.4768,                0.86184,                0.90412,                0.88584,                0.94138,                0.83486,                0.51735,                0.41493,                0.82331,               0.007096,               0.007096,               0.007096
                     90,                0.57212,                0.46801,                0.85801,                0.92088,                0.85567,                0.93732,                0.83663,                0.50497,                0.41475,                 0.8301,               0.007063,               0.007063,               0.007063
                     91,                0.57007,                0.46796,                 0.8599,                0.91623,                0.88985,                0.94018,                0.83919,                0.50504,                 0.4108,                0.82321,                0.00703,                0.00703,                0.00703
                     92,                0.57124,                0.46834,                0.85991,                0.90536,                0.87993,                0.93436,                0.82646,                0.50987,                0.41207,                0.82371,               0.006997,               0.006997,               0.006997
                     93,                0.56949,                0.46503,                 0.8584,                0.89235,                0.89554,                0.92947,                0.82747,                0.50668,                 0.4087,                0.82732,               0.006964,               0.006964,               0.006964
                     94,                0.57065,                0.46831,                 0.8589,                0.89917,                0.88588,                0.92935,                0.82662,                0.50309,                0.41062,                0.82858,               0.006931,               0.006931,               0.006931
                     95,                0.56784,                0.46406,                0.85747,                0.90182,                0.88924,                0.93049,                0.82824,                0.50134,                0.40487,                0.82268,               0.006898,               0.006898,               0.006898
                     96,                0.56214,                0.45856,                0.85508,                0.89936,                0.88728,                0.92541,                0.82562,                0.50745,                0.41358,                0.82462,               0.006865,               0.006865,               0.006865
                     97,                0.56349,                0.46011,                0.85734,                0.89249,                0.90011,                0.92548,                0.82181,                0.50174,                0.41396,                0.82472,               0.006832,               0.006832,               0.006832
                     98,                0.56412,                0.45595,                0.85622,                0.89522,                0.89983,                 0.9317,                0.83107,                0.49597,                0.40135,                0.82195,               0.006799,               0.006799,               0.006799
                     99,                0.56058,                0.45638,                0.85557,                0.88767,                0.90095,                0.92744,                0.82904,                 0.5005,                0.40465,                0.82382,               0.006766,               0.006766,               0.006766
                    100,                0.55914,                0.45619,                0.85417,                0.90126,                0.89075,                0.92915,                0.83188,                0.49641,                0.40432,                0.81873,               0.006733,               0.006733,               0.006733
                    101,                0.56319,                0.45684,                0.85577,                0.90574,                0.89468,                0.93517,                0.83199,                0.49953,                 0.4033,                 0.8224,                 0.0067,                 0.0067,                 0.0067
                    102,                0.55765,                0.45527,                0.85604,                 0.9074,                0.89376,                0.93256,                0.83215,                0.49948,                0.40299,                0.82643,               0.006667,               0.006667,               0.006667
                    103,                0.55795,                0.45753,                0.85534,                0.90069,                0.90511,                 0.9348,                0.83157,                 0.5016,                0.40314,                0.82338,               0.006634,               0.006634,               0.006634
                    104,                0.55644,                0.45258,                0.85576,                0.89579,                0.90382,                0.93482,                0.82796,                0.49895,                0.40573,                 0.8209,               0.006601,               0.006601,               0.006601
                    105,                 0.5559,                0.45175,                0.85443,                0.90305,                0.88716,                0.93475,                0.83405,                0.49562,                0.39988,                0.81922,               0.006568,               0.006568,               0.006568
                    106,                0.55659,                0.45304,                0.85444,                0.91256,                0.89622,                0.93357,                0.83275,                0.49011,                0.39924,                  0.819,               0.006535,               0.006535,               0.006535
                    107,                0.55791,                0.44803,                0.85266,                0.91025,                0.89695,                0.94053,                0.84151,                0.49017,                0.39308,                0.82045,               0.006502,               0.006502,               0.006502
                    108,                0.55213,                0.44377,                0.85282,                0.91767,                0.89397,                0.93613,                0.83721,                0.48957,                 0.3944,                0.81977,               0.006469,               0.006469,               0.006469
                    109,                 0.5526,                0.44546,                0.85222,                0.89838,                0.89876,                0.93384,                0.83484,                0.49225,                0.39253,                0.82223,               0.006436,               0.006436,               0.006436
                    110,                0.54757,                0.44175,                0.85269,                0.89065,                0.90873,                0.92524,                 0.8246,                0.49658,                  0.397,                0.82287,               0.006403,               0.006403,               0.006403
                    111,                0.54683,                0.44117,                0.85379,                0.89957,                0.90525,                0.92455,                0.82788,                0.48995,                0.39464,                0.81945,                0.00637,                0.00637,                0.00637
                    112,                0.54321,                0.44135,                0.85163,                0.89077,                0.89873,                0.92991,                0.83547,                0.49013,                 0.3982,                0.82123,               0.006337,               0.006337,               0.006337
                    113,                0.54582,                 0.4386,                0.85125,                0.89756,                 0.8951,                0.93352,                0.83747,                0.49079,                0.39784,                0.82025,               0.006304,               0.006304,               0.006304
                    114,                0.54907,                0.44201,                0.85024,                0.90204,                0.90109,                0.93035,                 0.8334,                 0.4877,                0.39446,                0.81842,               0.006271,               0.006271,               0.006271
                    115,                0.54176,                0.43989,                0.85271,                0.90886,                0.88626,                0.93021,                0.83192,                0.49156,                0.39504,                 0.8186,               0.006238,               0.006238,               0.006238
                    116,                0.54355,                0.43754,                0.85256,                0.90172,                0.89185,                0.93555,                0.83949,                0.49024,                0.39853,                0.81871,               0.006205,               0.006205,               0.006205
                    117,                0.54416,                0.43786,                0.85265,                0.91612,                0.89122,                0.93467,                0.83831,                0.48294,                0.39494,                0.81619,               0.006172,               0.006172,               0.006172
                    118,                 0.5431,                0.43558,                0.85128,                0.92093,                0.88973,                 0.9374,                0.84226,                0.48561,                0.39317,                0.81637,               0.006139,               0.006139,               0.006139
                    119,                0.54302,                0.43574,                0.85165,                0.90803,                0.89455,                0.93145,                  0.833,                0.48654,                0.39294,                0.81795,               0.006106,               0.006106,               0.006106
                    120,                0.54068,                0.43441,                 0.8496,                0.89983,                 0.8947,                0.93111,                 0.8356,                0.48243,                 0.3943,                0.81517,               0.006073,               0.006073,               0.006073
                    121,                0.54122,                0.43482,                0.85034,                0.91629,                0.89193,                0.93346,                0.83579,                0.48071,                 0.3893,                0.81141,                0.00604,                0.00604,                0.00604
                    122,                 0.5382,                0.43228,                0.84942,                0.91949,                0.88957,                0.93354,                0.83618,                 0.4807,                0.39065,                0.81144,               0.006007,               0.006007,               0.006007
                    123,                0.53336,                0.42906,                0.84887,                0.90486,                0.89934,                0.93326,                0.83953,                0.48343,                0.38672,                0.81468,               0.005974,               0.005974,               0.005974
                    124,                0.53876,                0.42992,                0.85205,                0.91166,                0.89142,                0.92921,                0.83364,                0.48303,                0.38663,                0.81771,               0.005941,               0.005941,               0.005941
                    125,                  0.539,                0.42923,                0.84996,                0.91693,                0.89182,                0.93289,                0.83926,                0.47859,                0.38751,                0.81703,               0.005908,               0.005908,               0.005908
                    126,                0.53701,                0.43125,                0.85062,                0.91592,                0.89746,                0.93522,                 0.8396,                 0.4802,                0.38515,                 0.8169,               0.005875,               0.005875,               0.005875
                    127,                0.53222,                0.42632,                0.84606,                0.93434,                0.88039,                0.93529,                0.84147,                0.48078,                0.38414,                0.81763,               0.005842,               0.005842,               0.005842
                    128,                0.53301,                0.42513,                0.84964,                0.91078,                0.88989,                0.93592,                0.84232,                0.47906,                0.38586,                 0.8174,               0.005809,               0.005809,               0.005809
                    129,                0.53525,                0.42636,                0.84852,                0.90873,                0.89763,                0.93895,                 0.8444,                0.47797,                0.38232,                0.82039,               0.005776,               0.005776,               0.005776
                    130,                0.53198,                0.42521,                0.84761,                0.90891,                0.89885,                0.93744,                0.84247,                0.48081,                0.38591,                0.81826,               0.005743,               0.005743,               0.005743
                    131,                0.52969,                0.42018,                0.84748,                0.90734,                0.88883,                0.93435,                0.84033,                0.48124,                0.38726,                 0.8196,                0.00571,                0.00571,                0.00571
                    132,                0.52801,                0.42561,                0.84779,                0.88935,                0.90846,                0.93502,                0.84229,                0.48176,                0.38635,                0.81901,               0.005677,               0.005677,               0.005677
                    133,                0.52774,                0.42191,                0.84852,                0.89702,                0.90448,                 0.9305,                0.84082,                0.47735,                  0.388,                0.81619,               0.005644,               0.005644,               0.005644
                    134,                0.53489,                0.42426,                0.84702,                0.89234,                0.90879,                0.93037,                0.83635,                0.47734,                0.38686,                0.81445,               0.005611,               0.005611,               0.005611
                    135,                 0.5298,                0.41989,                0.84804,                0.90169,                0.90188,                0.92915,                0.83531,                0.47668,                0.38628,                0.81687,               0.005578,               0.005578,               0.005578
                    136,                0.52928,                0.41986,                 0.8475,                0.88947,                0.90628,                0.92925,                0.83633,                0.47747,                 0.3871,                0.81723,               0.005545,               0.005545,               0.005545
                    137,                0.52744,                 0.4187,                0.84473,                 0.9103,                0.89669,                0.93021,                0.83714,                0.47776,                0.38705,                0.81611,               0.005512,               0.005512,               0.005512
                    138,                 0.5249,                0.41808,                0.84746,                0.90993,                0.90365,                0.93269,                0.83935,                0.47408,                0.38741,                0.81493,               0.005479,               0.005479,               0.005479
                    139,                0.51892,                0.41068,                0.84364,                0.90906,                0.90048,                0.93266,                0.83871,                0.47421,                0.38206,                 0.8148,               0.005446,               0.005446,               0.005446
                    140,                0.52724,                0.41999,                0.84523,                 0.8962,                0.90889,                 0.9298,                0.83796,                0.47383,                0.38291,                0.81688,               0.005413,               0.005413,               0.005413
                    141,                0.52461,                0.41375,                0.84765,                0.89916,                0.89834,                0.93074,                0.83914,                0.47136,                0.38413,                0.81478,                0.00538,                0.00538,                0.00538
                    142,                0.52148,                0.41224,                0.84617,                0.90391,                0.90316,                0.93093,                0.83641,                0.47204,                0.38325,                0.81325,               0.005347,               0.005347,               0.005347
                    143,                0.52308,                0.41296,                0.84448,                0.91229,                0.89338,                 0.9313,                0.83859,                0.47026,                0.38018,                0.81328,               0.005314,               0.005314,               0.005314
                    144,                0.52026,                0.41014,                0.84645,                0.89996,                0.89278,                0.92901,                0.83629,                0.46766,                0.38037,                0.81183,               0.005281,               0.005281,               0.005281
                    145,                0.51795,                0.40982,                0.84532,                0.91108,                0.88572,                0.93043,                0.83788,                0.46647,                0.37749,                0.81201,               0.005248,               0.005248,               0.005248
                    146,                0.52058,                0.41059,                0.84437,                0.91586,                0.88455,                0.93127,                0.83511,                0.46971,                 0.3777,                0.81203,               0.005215,               0.005215,               0.005215
                    147,                0.51924,                0.41104,                0.84299,                0.92717,                0.88274,                0.93272,                0.84049,                0.46805,                0.37996,                0.81165,               0.005182,               0.005182,               0.005182
                    148,                0.51918,                0.40952,                0.84555,                0.90708,                 0.8925,                0.93578,                0.84469,                0.46645,                0.37789,                0.81301,               0.005149,               0.005149,               0.005149
                    149,                0.51604,                0.40557,                0.84575,                0.91506,                0.89267,                0.93522,                0.84215,                0.46646,                0.37822,                 0.8127,               0.005116,               0.005116,               0.005116
                    150,                0.51416,                0.40501,                0.84357,                0.90718,                0.90223,                0.93468,                0.84378,                0.46912,                0.37996,                0.81534,               0.005083,               0.005083,               0.005083
                    151,                0.51659,                0.40535,                0.84446,                0.90726,                0.90123,                0.93367,                0.84265,                0.46839,                0.37984,                0.81552,                0.00505,                0.00505,                0.00505
                    152,                0.51402,                0.40455,                0.84153,                0.91121,                0.89828,                0.93223,                0.84158,                0.46735,                0.37962,                0.81354,               0.005017,               0.005017,               0.005017
                    153,                0.51278,                0.40204,                0.84146,                0.90847,                0.89431,                0.93228,                0.84387,                0.46571,                0.37696,                0.81267,               0.004984,               0.004984,               0.004984
                    154,                0.51442,                0.40474,                0.84349,                0.90725,                0.89357,                0.93266,                0.84235,                0.46682,                0.37775,                0.81329,               0.004951,               0.004951,               0.004951
                    155,                0.51548,                0.40399,                 0.8411,                0.90972,                0.88895,                0.93472,                0.84451,                0.46495,                0.37877,                0.81442,               0.004918,               0.004918,               0.004918
                    156,                0.50909,                0.40066,                 0.8418,                0.91814,                0.88654,                0.93506,                 0.8455,                0.46299,                 0.3778,                0.81335,               0.004885,               0.004885,               0.004885
                    157,                0.51117,                0.40229,                0.84174,                0.91035,                0.89066,                 0.9337,                0.84461,                0.46249,                 0.3796,                0.81215,               0.004852,               0.004852,               0.004852
                    158,                0.50636,                0.39768,                0.84129,                0.91045,                0.89651,                 0.9339,                0.84405,                0.46306,                0.37737,                0.81206,               0.004819,               0.004819,               0.004819
                    159,                0.51366,                0.40146,                0.84063,                0.92372,                0.89327,                0.93742,                0.84612,                0.46474,                0.37457,                0.81193,               0.004786,               0.004786,               0.004786
                    160,                0.50663,                 0.3961,                0.84249,                0.92387,                0.89064,                0.93568,                0.84501,                0.46589,                0.37504,                0.81197,               0.004753,               0.004753,               0.004753
                    161,                 0.5034,                0.39683,                0.83764,                0.91491,                0.89865,                0.93515,                0.84665,                0.46429,                0.37271,                0.81029,                0.00472,                0.00472,                0.00472
                    162,                 0.5117,                0.40002,                0.84129,                0.91245,                0.90697,                0.93606,                0.84687,                0.46124,                0.36885,                0.80903,               0.004687,               0.004687,               0.004687
                    163,                0.50675,                0.39505,                0.84031,                0.91167,                0.90424,                0.93765,                0.84658,                0.46269,                0.36908,                0.80836,               0.004654,               0.004654,               0.004654
